,GeneID,Symbol,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene
12424,54820,NDE1,HOM-TES-87|LIS4|MHAC|NDE|NUDE|NUDE1,MIM:609449|HGNC:HGNC:17619|Ensembl:ENSG00000072864,16,16p13.11,nudE neurodevelopment protein 1,protein-coding
12425,54821,ERCC6L,PICH|RAD26L,MIM:300687|HGNC:HGNC:20794|Ensembl:ENSG00000186871,X,Xq13.1,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",protein-coding
12426,54822,TRPM7,ALSPDC|CHAK|CHAK1|LTRPC7|LTrpC-7|TRP-PLIK,MIM:605692|HGNC:HGNC:17994|Ensembl:ENSG00000092439,15,15q21.2,transient receptor potential cation channel subfamily M member 7,protein-coding
12427,54823,SWT1,C1orf26|HsSwt1,HGNC:HGNC:16785|Ensembl:ENSG00000116668,1,1q25.3,SWT1 RNA endoribonuclease homolog,protein-coding
12428,54825,CDHR2,PCDH24|PCLKC,HGNC:HGNC:18231|Ensembl:ENSG00000074276,5,5q35.2,cadherin related family member 2,protein-coding
12429,54826,GIN1,GIN-1|TGIN1|ZH2C2,HGNC:HGNC:25959|Ensembl:ENSG00000145723,5,5q21.1,gypsy retrotransposon integrase 1,protein-coding
12431,54828,BCAS3,GAOB1|MAAB,MIM:607470|HGNC:HGNC:14347|Ensembl:ENSG00000141376,17,17q23.2,BCAS3 microtubule associated cell migration factor,protein-coding
12433,54830,NUP62CL,-,HGNC:HGNC:25960|Ensembl:ENSG00000198088,X,Xq22.3,nucleoporin 62 C-terminal like,protein-coding
12434,54831,BEST2,VMD2L1,MIM:607335|HGNC:HGNC:17107|Ensembl:ENSG00000039987,19,19p13.13,bestrophin 2,protein-coding
12435,54832,VPS13C,PARK23,MIM:608879|HGNC:HGNC:23594|Ensembl:ENSG00000129003,15,15q22.2,vacuolar protein sorting 13 homolog C,protein-coding
12436,54834,GDAP2,MACROD3|SCAR27,MIM:618128|HGNC:HGNC:18010|Ensembl:ENSG00000196505,1,1p12,ganglioside induced differentiation associated protein 2,protein-coding
12437,54836,BSPRY,-,HGNC:HGNC:18232|Ensembl:ENSG00000119411,9,9q32,B-box and SPRY domain containing,protein-coding
12438,54838,WBP1L,C10orf26|OPA1L|OPAL1,MIM:611129|HGNC:HGNC:23510|Ensembl:ENSG00000166272,10,10q24.32,WW domain binding protein 1 like,protein-coding
12439,54839,LRRC49,PGs4,HGNC:HGNC:25965|Ensembl:ENSG00000137821,15,15q23,leucine rich repeat containing 49,protein-coding
12440,54840,APTX,AOA|AOA1|AXA1|EAOH|EOAHA|FHA-HIT,MIM:606350|HGNC:HGNC:15984|Ensembl:ENSG00000137074,9,9p21.1,aprataxin,protein-coding
12441,54841,BIVM,-,HGNC:HGNC:16034|Ensembl:ENSG00000134897,13,13q33.1,"basic, immunoglobulin-like variable motif containing",protein-coding
12442,54842,MFSD6,MMR2|hMMR2,MIM:613476|HGNC:HGNC:24711|Ensembl:ENSG00000151690,2,2q32.2,major facilitator superfamily domain containing 6,protein-coding
12443,54843,SYTL2,CHR11SYT|EXO4|PPP1R151|SGA72M|SLP2|SLP2A,MIM:612880|HGNC:HGNC:15585|Ensembl:ENSG00000137501,11,11q14.1,synaptotagmin like 2,protein-coding
12444,54845,ESRP1,DFNB109|RBM35A|RMB35A,MIM:612959|HGNC:HGNC:25966|Ensembl:ENSG00000104413,8,8q22.1,epithelial splicing regulatory protein 1,protein-coding
12445,54847,SIDT1,SID-1|SID1,MIM:606816|HGNC:HGNC:25967|Ensembl:ENSG00000072858,3,3q13.2,SID1 transmembrane family member 1,protein-coding
12446,54848,ARHGEF38,-,HGNC:HGNC:25968|Ensembl:ENSG00000236699,4,4q24,Rho guanine nucleotide exchange factor 38,protein-coding
12447,54849,DEF8,-,HGNC:HGNC:25969|Ensembl:ENSG00000140995,16,16q24.3,differentially expressed in FDCP 8 homolog,protein-coding
12448,54850,FBXL12,Fbl12,MIM:609079|HGNC:HGNC:13611|Ensembl:ENSG00000127452,19,19p13.2,F-box and leucine rich repeat protein 12,protein-coding
12449,54851,ANKRD49,FGIF|GBIF,HGNC:HGNC:25970|Ensembl:ENSG00000168876,11,11q21,ankyrin repeat domain 49,protein-coding
12450,54852,PAQR5,MPRG,MIM:607781|HGNC:HGNC:29645|Ensembl:ENSG00000137819,15,15q23,progestin and adipoQ receptor family member 5,protein-coding
12451,54853,WDR55,-,HGNC:HGNC:25971|Ensembl:ENSG00000120314,5,5q31.3,WD repeat domain 55,protein-coding
12453,54855,TENT5C,FAM46C,MIM:613952|HGNC:HGNC:24712|Ensembl:ENSG00000183508,1,1p12,terminal nucleotidyltransferase 5C,protein-coding
12454,54856,GON4L,GON-4|GON4|YARP,MIM:610393|HGNC:HGNC:25973|Ensembl:ENSG00000116580,1,1q22,gon-4 like,protein-coding
12455,54857,GDPD2,GDE3|OBDPF,MIM:300940|HGNC:HGNC:25974|Ensembl:ENSG00000130055,X,Xq13.1,glycerophosphodiester phosphodiesterase domain containing 2,protein-coding
12456,54858,PGPEP1,PAP-I|PGI|PGP|PGP-I|PGPI|Pcp,MIM:610694|HGNC:HGNC:13568|Ensembl:ENSG00000130517,19,19p13.11,pyroglutamyl-peptidase I,protein-coding
12457,54859,ELP6,C3orf75|TMEM103,MIM:615020|HGNC:HGNC:25976|Ensembl:ENSG00000163832,3,3p21.31,elongator acetyltransferase complex subunit 6,protein-coding
12458,54860,MS4A12,Ms4a10,MIM:606550|HGNC:HGNC:13370|Ensembl:ENSG00000071203,11,11q12.2,membrane spanning 4-domains A12,protein-coding
12459,54861,SNRK,HSNFRK,MIM:612760|HGNC:HGNC:30598|Ensembl:ENSG00000163788,3,3p22.1,SNF related kinase,protein-coding
12460,54862,CC2D1A,FREUD-1|Freud-1/Aki1|MRT3,MIM:610055|HGNC:HGNC:30237|Ensembl:ENSG00000132024,19,19p13.12,coiled-coil and C2 domain containing 1A,protein-coding
12461,54863,TOR4A,C9orf167,HGNC:HGNC:25981|Ensembl:ENSG00000198113,9,9q34.3,torsin family 4 member A,protein-coding
12462,54865,GPATCH4,GPATC4,HGNC:HGNC:25982|Ensembl:ENSG00000160818,1,1q22-q23.1,G-patch domain containing 4,protein-coding
12463,54866,PPP1R14D,CPI17-like|GBPI-1|GBPI1,MIM:613256|HGNC:HGNC:14953|Ensembl:ENSG00000166143,15,15q15.1,protein phosphatase 1 regulatory inhibitor subunit 14D,protein-coding
12464,54867,TMEM214,-,MIM:615301|HGNC:HGNC:25983|Ensembl:ENSG00000119777,2,2p23.3,transmembrane protein 214,protein-coding
12465,54868,TMEM104,-,HGNC:HGNC:25984|Ensembl:ENSG00000109066,17,17q25.1,transmembrane protein 104,protein-coding
12466,54869,EPS8L1,DRC3|EPS8R1|PP10566,MIM:614987|HGNC:HGNC:21295|Ensembl:ENSG00000131037,19,19q13.42,EPS8 like 1,protein-coding
12467,54870,QRICH1,AB-DIP|VERBRAS,MIM:617387|HGNC:HGNC:24713|Ensembl:ENSG00000198218,3,3p21.31,glutamine rich 1,protein-coding
12468,54872,PIGG,GPI7|LAS21|MRT53|PRO4405|RLGS1930,MIM:616918|HGNC:HGNC:25985|Ensembl:ENSG00000174227,4,4p16.3,phosphatidylinositol glycan anchor biosynthesis class G,protein-coding
12469,54873,PALMD,C1orf11|PALML,MIM:610182|HGNC:HGNC:15846|Ensembl:ENSG00000099260,1,1p21.2,palmdelphin,protein-coding
12470,54874,FNBP1L,C1orf39|TOCA1,MIM:608848|HGNC:HGNC:20851|Ensembl:ENSG00000137942,1,1p22.1,formin binding protein 1 like,protein-coding
12471,54875,CNTLN,C9orf101|C9orf39|bA340N12.1,MIM:611870|HGNC:HGNC:23432|Ensembl:ENSG00000044459,9,9p22.2,centlein,protein-coding
12472,54876,DCAF16,C4orf30,HGNC:HGNC:25987|Ensembl:ENSG00000163257,4,4p15.31,DDB1 and CUL4 associated factor 16,protein-coding
12473,54877,ZCCHC2,C18orf49,HGNC:HGNC:22916|Ensembl:ENSG00000141664,18,18q21.33,zinc finger CCHC-type containing 2,protein-coding
12474,54878,DPP8,DP8|DPRP-1|DPRP1|MST097|MSTP097|MSTP135|MSTP141,MIM:606819|HGNC:HGNC:16490|Ensembl:ENSG00000074603,15,15q22.31,dipeptidyl peptidase 8,protein-coding
12475,54879,ST7L,FAM4B|ST7R|STLR,MIM:617640|HGNC:HGNC:18441|Ensembl:ENSG00000007341,1,1p13.2,suppression of tumorigenicity 7 like,protein-coding
12476,54880,BCOR,ANOP2|MAA2|MCOPS2,MIM:300485|HGNC:HGNC:20893|Ensembl:ENSG00000183337,X,Xp11.4,BCL6 corepressor,protein-coding
12477,54881,TEX10,Ipi1|bA208F1.2,MIM:616717|HGNC:HGNC:25988|Ensembl:ENSG00000136891,9,9q31.1,testis expressed 10,protein-coding
12478,54882,ANKHD1,MASK|MASK1|PP2500|VBARP,MIM:610500|HGNC:HGNC:24714|Ensembl:ENSG00000131503,5,5q31.3,ankyrin repeat and KH domain containing 1,protein-coding
12479,54883,CWC25,CCDC49,HGNC:HGNC:25989|Ensembl:ENSG00000273559,17,17q12,CWC25 spliceosome associated protein homolog,protein-coding
12480,54884,RETSAT,-,MIM:617597|HGNC:HGNC:25991|Ensembl:ENSG00000042445,2,2p11.2,retinol saturase,protein-coding
12482,54886,PLPPR1,LPPR1|PRG-3,HGNC:HGNC:25993|Ensembl:ENSG00000148123,9,9q31.1,phospholipid phosphatase related 1,protein-coding
12483,54887,UHRF1BP1,C6orf107|ICBP90|dJ349A12.1,HGNC:HGNC:21216|Ensembl:ENSG00000065060,6,6p21.31,UHRF1 binding protein 1,protein-coding
12484,54888,NSUN2,MISU|MRT5|SAKI|TRM4,MIM:610916|HGNC:HGNC:25994|Ensembl:ENSG00000037474,5,5p15.31,NOP2/Sun RNA methyltransferase 2,protein-coding
12485,54890,ALKBH5,ABH5|OFOXD|OFOXD1,MIM:613303|HGNC:HGNC:25996|Ensembl:ENSG00000091542,17,17p11.2|17p11.2,"alkB homolog 5, RNA demethylase",protein-coding
12486,54891,INO80D,-,HGNC:HGNC:25997|Ensembl:ENSG00000114933,2,2q33.3,INO80 complex subunit D,protein-coding
12487,54892,NCAPG2,3KS|CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2,MIM:608532|HGNC:HGNC:21904|Ensembl:ENSG00000146918,7,7q36.3,non-SMC condensin II complex subunit G2,protein-coding
12488,54893,MTMR10,-,HGNC:HGNC:25999|Ensembl:ENSG00000166912,15,15q13.3,myotubularin related protein 10,protein-coding
12489,54894,RNF43,RNF124|SSPCS|URCC,MIM:612482|HGNC:HGNC:18505|Ensembl:ENSG00000108375|Ensembl:ENSG00000285897,17,17q22,ring finger protein 43,protein-coding
12490,54896,SLC66A1,LAAT-1|LAAT1|PQLC2,MIM:614760|HGNC:HGNC:26001|Ensembl:ENSG00000040487,1,1p36.13,solute carrier family 66 member 1,protein-coding
12491,54897,CASZ1,CAS11|CST|SRG|ZNF693|dJ734G22.1,MIM:609895|HGNC:HGNC:26002|Ensembl:ENSG00000130940,1,1p36.22,castor zinc finger 1,protein-coding
12492,54898,ELOVL2,SSC2,MIM:611814|HGNC:HGNC:14416|Ensembl:ENSG00000197977,6,6p24.2,ELOVL fatty acid elongase 2,protein-coding
12493,54899,PXK,MONAKA|SLOB,MIM:611450|HGNC:HGNC:23326|Ensembl:ENSG00000168297,3,3p14.3,PX domain containing serine/threonine kinase like,protein-coding
12494,54900,LAX1,LAX,HGNC:HGNC:26005|Ensembl:ENSG00000122188,1,1q32.1,lymphocyte transmembrane adaptor 1,protein-coding
12495,54901,CDKAL1,-,MIM:611259|HGNC:HGNC:21050|Ensembl:ENSG00000145996,6,6p22.3,CDK5 regulatory subunit associated protein 1 like 1,protein-coding
12496,54902,TTC19,2010204O13Rik|MC3DN2,MIM:613814|HGNC:HGNC:26006|Ensembl:ENSG00000011295,17,17p12,tetratricopeptide repeat domain 19,protein-coding
12497,54903,MKS1,BBS13|JBTS28|MES|MKS|POC12,MIM:609883|HGNC:HGNC:7121|Ensembl:ENSG00000011143,17,17q22,MKS transition zone complex subunit 1,protein-coding
12498,54904,NSD3,KMT3F|KMT3G|WHISTLE|WHSC1L1|pp14328,MIM:607083|HGNC:HGNC:12767|Ensembl:ENSG00000147548,8,8p11.23,nuclear receptor binding SET domain protein 3,protein-coding
12499,54905,CYP2W1,-,MIM:615967|HGNC:HGNC:20243|Ensembl:ENSG00000073067,7,7p22.3,cytochrome P450 family 2 subfamily W member 1,protein-coding
12500,54906,TASOR2,C10orf18|FAM208B|bA318E3.2,HGNC:HGNC:23484|Ensembl:ENSG00000108021,10,10p15.1,transcription activation suppressor family member 2,protein-coding
12501,54908,SPDL1,CCDC99,MIM:616401|HGNC:HGNC:26010|Ensembl:ENSG00000040275,5,5q35.1,spindle apparatus coiled-coil protein 1,protein-coding
12502,54910,SEMA4C,M-SEMA-F|SEMACL1|SEMAF|SEMAI,MIM:604462|HGNC:HGNC:10731|Ensembl:ENSG00000168758,2,2q11.2,semaphorin 4C,protein-coding
12503,54913,RPP25,-,HGNC:HGNC:30361|Ensembl:ENSG00000178718,15,15q24.2,ribonuclease P and MRP subunit p25,protein-coding
12504,54914,FOCAD,KIAA1797,MIM:614606|HGNC:HGNC:23377|Ensembl:ENSG00000188352,9,9p21.3,focadhesin,protein-coding
12505,54915,YTHDF1,C20orf21,MIM:616529|HGNC:HGNC:15867|Ensembl:ENSG00000149658,20,20q13.33,YTH N6-methyladenosine RNA binding protein 1,protein-coding
12506,54916,TMEM260,C14orf101|SHDRA,MIM:617449|HGNC:HGNC:20185|Ensembl:ENSG00000070269,14,14q22.3,transmembrane protein 260,protein-coding
12507,54918,CMTM6,CKLFSF6|PRO2219,MIM:607889|HGNC:HGNC:19177|Ensembl:ENSG00000091317,3,3p22.3,CKLF like MARVEL transmembrane domain containing 6,protein-coding
12508,54919,DNAAF5,CILD18|HEATR2,MIM:614864|HGNC:HGNC:26013|Ensembl:ENSG00000164818,7,7p22.3,dynein axonemal assembly factor 5,protein-coding
12509,54920,DUS2,DUS2L|SMM1|URLC8,MIM:609707|HGNC:HGNC:26014|Ensembl:ENSG00000167264,16,16q22.1,dihydrouridine synthase 2,protein-coding
12510,54921,CHTF8,CTF8|DERPC,MIM:613202|HGNC:HGNC:24353|Ensembl:ENSG00000168802,16,16q22.1,chromosome transmission fidelity factor 8,protein-coding
12511,54922,RASIP1,RAIN,MIM:609623|HGNC:HGNC:24716|Ensembl:ENSG00000105538,19,19q13.33,Ras interacting protein 1,protein-coding
12512,54923,LIME1,LIME|dJ583P15.4,MIM:609809|HGNC:HGNC:26016|Ensembl:ENSG00000203896,20,20q13.33,Lck interacting transmembrane adaptor 1,protein-coding
12513,54925,ZSCAN32,HCCS-5|ZNF434,HGNC:HGNC:20812|Ensembl:ENSG00000140987,16,16p13.3,zinc finger and SCAN domain containing 32,protein-coding
12514,54926,UBE2R2,CDC34B|E2-CDC34B|UBC3B,MIM:612506|HGNC:HGNC:19907|Ensembl:ENSG00000107341,9,9p13.3,ubiquitin conjugating enzyme E2 R2,protein-coding
12515,54927,CHCHD3,MICOS19|MINOS3|Mic19|PPP1R22,MIM:613748|HGNC:HGNC:21906|Ensembl:ENSG00000106554,7,7q32.3-q33,coiled-coil-helix-coiled-coil-helix domain containing 3,protein-coding
12516,54928,IMPAD1,GPAPP|IMP 3|IMP-3|IMPA3,MIM:614010|HGNC:HGNC:26019|Ensembl:ENSG00000104331,8,8q12.1,inositol monophosphatase domain containing 1,protein-coding
12517,54929,TMEM161A,AROS-29,HGNC:HGNC:26020|Ensembl:ENSG00000064545,19,19p13.11,transmembrane protein 161A,protein-coding
12518,54930,HAUS4,C14orf94,MIM:613431|HGNC:HGNC:20163|Ensembl:ENSG00000092036,14,14q11.2,HAUS augmin like complex subunit 4,protein-coding
12519,54931,TRMT10C,COXPD30|HNYA|MRPP1|RG9MTD1,MIM:615423|HGNC:HGNC:26022|Ensembl:ENSG00000174173,3,3q12.3,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",protein-coding
12520,54932,EXD3,mut-7,HGNC:HGNC:26023|Ensembl:ENSG00000187609,9,9q34.3,exonuclease 3'-5' domain containing 3,protein-coding
12521,54933,RHBDL2,RRP2,MIM:608962|HGNC:HGNC:16083|Ensembl:ENSG00000158315,1,1p34.3,rhomboid like 2,protein-coding
12522,54934,KANSL2,C12orf41|NSL2,MIM:615488|HGNC:HGNC:26024|Ensembl:ENSG00000139620,12,12q13.11,KAT8 regulatory NSL complex subunit 2,protein-coding
12523,54935,DUSP23,DUSP25|LDP-3|LDP3|MOSP|VHZ,MIM:618361|HGNC:HGNC:21480|Ensembl:ENSG00000158716,1,1q23.2,dual specificity phosphatase 23,protein-coding
12524,54936,ADPRHL2,ARH3|CONDSIAS,MIM:610624|HGNC:HGNC:21304|Ensembl:ENSG00000116863,1,1p34.3,ADP-ribosylhydrolase like 2,protein-coding
12525,54937,SOHLH2,SOSF2|SPATA28|TEB1|bHLHe81,MIM:616066|HGNC:HGNC:26026|Ensembl:ENSG00000120669,13,13q13.3,spermatogenesis and oogenesis specific basic helix-loop-helix 2,protein-coding
12526,54938,SARS2,SARS|SARSM|SERS|SYS|SerRS|SerRSmt|mtSerRS,MIM:612804|HGNC:HGNC:17697|Ensembl:ENSG00000104835,19,19q13.2,"seryl-tRNA synthetase 2, mitochondrial",protein-coding
12527,54939,COMMD4,-,MIM:616701|HGNC:HGNC:26027|Ensembl:ENSG00000140365,15,15q24.2,COMM domain containing 4,protein-coding
12528,54940,OCIAD1,ASRIJ|OCIA|TPA018,HGNC:HGNC:16074|Ensembl:ENSG00000109180,4,4p11,OCIA domain containing 1,protein-coding
12529,54941,RNF125,TNORS|TRAC-1|TRAC1,MIM:610432|HGNC:HGNC:21150|Ensembl:ENSG00000101695,18,18q12.1,ring finger protein 125,protein-coding
12530,54942,ABITRAM,C9orf6|CG-8|FAM206A|Simiate,HGNC:HGNC:1364|Ensembl:ENSG00000119328,9,9q31.3,actin binding transcription modulator,protein-coding
12531,54943,DNAJC28,C21orf55|C21orf78,HGNC:HGNC:1297|Ensembl:ENSG00000177692,21,21q22.11,DnaJ heat shock protein family (Hsp40) member C28,protein-coding
12533,54946,SLC41A3,SLC41A1-L2,MIM:610803|HGNC:HGNC:31046|Ensembl:ENSG00000114544,3,3q21.2-q21.3,solute carrier family 41 member 3,protein-coding
12534,54947,LPCAT2,AGPAT11|AYTL1|LysoPAFAT,MIM:612040|HGNC:HGNC:26032|Ensembl:ENSG00000087253,16,16q12.2,lysophosphatidylcholine acyltransferase 2,protein-coding
12535,54948,MRPL16,L16mt|MRP-L16|PNAS-111,MIM:611829|HGNC:HGNC:14476|Ensembl:ENSG00000166902,11,11q12.1,mitochondrial ribosomal protein L16,protein-coding
12536,54949,SDHAF2,C11orf79|PGL2|SDH5,MIM:613019|HGNC:HGNC:26034|Ensembl:ENSG00000167985,11,11q12.2,succinate dehydrogenase complex assembly factor 2,protein-coding
12537,54951,COMMD8,-,MIM:616656|HGNC:HGNC:26036|Ensembl:ENSG00000169019,4,4p12,COMM domain containing 8,protein-coding
12538,54952,TRNAU1AP,PRO1902|SECP43|TRSPAP1,HGNC:HGNC:30813|Ensembl:ENSG00000180098,1,1p35.3,tRNA selenocysteine 1 associated protein 1,protein-coding
12539,54953,ODR4,C1orf27|TTG1|odr-4,MIM:609335|HGNC:HGNC:24299|Ensembl:ENSG00000157181,1,1q31.1,odr-4 GPCR localization factor homolog,protein-coding
12540,54954,FAM120C,CXorf17|ORF34,MIM:300741|HGNC:HGNC:16949|Ensembl:ENSG00000184083,X,Xp11.22,family with sequence similarity 120C,protein-coding
12541,54955,C1orf109,-,MIM:614799|HGNC:HGNC:26039|Ensembl:ENSG00000116922,1,1p34.3,chromosome 1 open reading frame 109,protein-coding
12542,54956,PARP16,ARTD15|C15orf30|pART15,HGNC:HGNC:26040|Ensembl:ENSG00000138617,15,15q22.31,poly(ADP-ribose) polymerase family member 16,protein-coding
12543,54957,TXNL4B,DLP|Dim2,MIM:617722|HGNC:HGNC:26041|Ensembl:ENSG00000140830,16,16q22.2,thioredoxin like 4B,protein-coding
12544,54958,TMEM160,-,HGNC:HGNC:26042|Ensembl:ENSG00000130748,19,19q13.32,transmembrane protein 160,protein-coding
12545,54959,ODAM,APIN,MIM:614843|HGNC:HGNC:26043|Ensembl:ENSG00000109205,4,4q13.3,"odontogenic, ameloblast associated",protein-coding
12546,54960,GEMIN8,FAM51A1,MIM:300962|HGNC:HGNC:26044|Ensembl:ENSG00000046647,X,Xp22.2,gem nuclear organelle associated protein 8,protein-coding
12547,54961,SSH3,SSH3L,MIM:606780|HGNC:HGNC:30581|Ensembl:ENSG00000172830,11,11q13.2,slingshot protein phosphatase 3,protein-coding
12548,54962,TIPIN,-,MIM:610716|HGNC:HGNC:30750|Ensembl:ENSG00000075131,15,15q22.31,TIMELESS interacting protein,protein-coding
12549,54963,UCKL1,UCK1L|URKL1,MIM:610866|HGNC:HGNC:15938|Ensembl:ENSG00000198276,20,20q13.33,uridine-cytidine kinase 1 like 1,protein-coding
12550,54964,C1orf56,MENT,HGNC:HGNC:26045|Ensembl:ENSG00000143443,1,1q21.3,chromosome 1 open reading frame 56,protein-coding
12551,54965,PIGX,PIG-X,MIM:610276|HGNC:HGNC:26046|Ensembl:ENSG00000163964,3,3q29,phosphatidylinositol glycan anchor biosynthesis class X,protein-coding
12552,54967,CT55,BJHCC20A|CXorf48,HGNC:HGNC:26047|Ensembl:ENSG00000169551,X,Xq26.3,cancer/testis antigen 55,protein-coding
12553,54968,TMEM70,MC5DN2,MIM:612418|HGNC:HGNC:26050|Ensembl:ENSG00000175606,8,8q21.11,transmembrane protein 70,protein-coding
12554,54969,HPF1,C4orf27,MIM:616614|HGNC:HGNC:26051|Ensembl:ENSG00000056050,4,4q33,histone PARylation factor 1,protein-coding
12555,54970,TTC12,TPARM,MIM:610732|HGNC:HGNC:23700|Ensembl:ENSG00000149292,11,11q23.2,tetratricopeptide repeat domain 12,protein-coding
12556,54971,BANP,BEND1|SMAR1|SMARBP1,MIM:611564|HGNC:HGNC:13450|Ensembl:ENSG00000172530,16,16q24.2,BTG3 associated nuclear protein,protein-coding
12557,54972,TMEM132A,GBP|HSPA5BP1,MIM:617363|HGNC:HGNC:31092|Ensembl:ENSG00000006118,11,11q12.2,transmembrane protein 132A,protein-coding
12558,54973,INTS11,CPSF3L|CPSF73L|INT11|RC-68|RC68,MIM:611354|HGNC:HGNC:26052|Ensembl:ENSG00000127054,1,1p36.33,integrator complex subunit 11,protein-coding
12559,54974,THG1L,ICF45|IHG-1|hTHG1,HGNC:HGNC:26053|Ensembl:ENSG00000113272,5,5q33.3,tRNA-histidine guanylyltransferase 1 like,protein-coding
12560,54976,C20orf27,-,HGNC:HGNC:15873|Ensembl:ENSG00000101220,20,20p13,chromosome 20 open reading frame 27,protein-coding
12561,54977,SLC25A38,SIDBA2,MIM:610819|HGNC:HGNC:26054|Ensembl:ENSG00000144659,3,3p22.1,solute carrier family 25 member 38,protein-coding
12562,54978,SLC35F6,ANT2BP|C2orf18|TANGO9,HGNC:HGNC:26055|Ensembl:ENSG00000213699,2,2p23.3,solute carrier family 35 member F6,protein-coding
12563,54979,PLAAT2,HRASLS2|PLA1/2-2|PLAAT-2,MIM:613866|HGNC:HGNC:17824|Ensembl:ENSG00000133328,11,11q12.3,phospholipase A and acyltransferase 2,protein-coding
12564,54980,C2orf42,-,HGNC:HGNC:26056|Ensembl:ENSG00000115998,2,2p13.3,chromosome 2 open reading frame 42,protein-coding
12565,54981,NMRK1,C9orf95|NRK1|bA235O14.2,MIM:608704|HGNC:HGNC:26057|Ensembl:ENSG00000106733,9,9q21.13,nicotinamide riboside kinase 1,protein-coding
12566,54982,CLN6,CLN4A|HsT18960|nclf,MIM:606725|HGNC:HGNC:2077|Ensembl:ENSG00000128973,15,15q23,CLN6 transmembrane ER protein,protein-coding
12567,54984,PINX1,Gno1|LPTL|LPTS|Pxr1,MIM:606505|HGNC:HGNC:30046|Ensembl:ENSG00000254093,8,8p23.1,PIN2 (TERF1) interacting telomerase inhibitor 1,protein-coding
12568,54985,HCFC1R1,HPIP,HGNC:HGNC:21198|Ensembl:ENSG00000103145,16,16p13.3,host cell factor C1 regulator 1,protein-coding
12569,54986,ULK4,FAM7C1|REC01035,MIM:617010|HGNC:HGNC:15784|Ensembl:ENSG00000168038,3,3p22.1,unc-51 like kinase 4,protein-coding
12570,54987,CZIB,C1orf123,HGNC:HGNC:26059|Ensembl:ENSG00000162384,1,1p32.3,CXXC motif containing zinc binding protein,protein-coding
12571,54988,ACSM5,-,MIM:614361|HGNC:HGNC:26060|Ensembl:ENSG00000183549,16,16p12.3,acyl-CoA synthetase medium chain family member 5,protein-coding
12572,54989,ZNF770,PRO1914,HGNC:HGNC:26061|Ensembl:ENSG00000198146,15,15q14,zinc finger protein 770,protein-coding
12573,54991,C1orf159,-,HGNC:HGNC:26062|Ensembl:ENSG00000131591,1,1p36.33,chromosome 1 open reading frame 159,protein-coding
12574,54993,ZSCAN2,ZFP29|ZNF854,HGNC:HGNC:20994|Ensembl:ENSG00000176371,15,15q25.2,zinc finger and SCAN domain containing 2,protein-coding
12575,54994,GID8,C20orf11|TWA1,MIM:611625|HGNC:HGNC:15857|Ensembl:ENSG00000101193,20,20q13.33,GID complex subunit 8 homolog,protein-coding
12576,54995,OXSM,CEM1|FASN2D|KASI|KS,MIM:610324|HGNC:HGNC:26063|Ensembl:ENSG00000151093,3,3p24.2,"3-oxoacyl-ACP synthase, mitochondrial",protein-coding
12577,54996,MARC2,MOSC2,MIM:614127|HGNC:HGNC:26064|Ensembl:ENSG00000117791,1,1q41,mitochondrial amidoxime reducing component 2,protein-coding
12578,54997,TESC,CHP3|TSC,MIM:611585|HGNC:HGNC:26065|Ensembl:ENSG00000088992,12,12q24.22,tescalcin,protein-coding
12579,54998,AURKAIP1,AIP|AKIP|MRP-S38,MIM:609183|HGNC:HGNC:24114|Ensembl:ENSG00000175756,1,1p36.33,aurora kinase A interacting protein 1,protein-coding
12580,55000,TUG1,LINC00080|NCRNA00080|TI-227H,MIM:614971|HGNC:HGNC:26066|Ensembl:ENSG00000253352,22,22q12.2,taurine up-regulated 1,ncRNA
12581,55001,TTC22,-,HGNC:HGNC:26067|Ensembl:ENSG00000006555,1,1p32.3,tetratricopeptide repeat domain 22,protein-coding
12582,55002,TMCO3,C13orf11,MIM:617134|HGNC:HGNC:20329|Ensembl:ENSG00000150403,13,13q34,transmembrane and coiled-coil domains 3,protein-coding
12583,55003,PAK1IP1,MAK11|PIP1|WDR84|bA421M1.5|hPIP1,MIM:607811|HGNC:HGNC:20882|Ensembl:ENSG00000111845,6,6p24.2,PAK1 interacting protein 1,protein-coding
12584,55004,LAMTOR1,C11orf59|PDRO|Ragulator1|p18|p27RF-Rho,MIM:613510|HGNC:HGNC:26068|Ensembl:ENSG00000149357,11,11q13.4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",protein-coding
12585,55005,RMND1,C6orf96|COXPD11|RMD1|bA351K16|bA351K16.3,MIM:614917|HGNC:HGNC:21176|Ensembl:ENSG00000155906,6,6q25.1,required for meiotic nuclear division 1 homolog,protein-coding
12586,55006,TRMT61B,-,HGNC:HGNC:26070|Ensembl:ENSG00000171103,2,2p23.2,tRNA methyltransferase 61B,protein-coding
12587,55007,FAM118A,C22orf8,HGNC:HGNC:1313|Ensembl:ENSG00000100376,22,22q13.31,family with sequence similarity 118 member A,protein-coding
12588,55008,HERC6,-,MIM:609249|HGNC:HGNC:26072|Ensembl:ENSG00000138642,4,4q22.1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,protein-coding
